GHO;Indicator;PUBLISH STATES;Year;WHO region;Country;Age Group;Sex;Display Value;Numeric Value;Low Value;High Value;Comments
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;Africa;Zimbabwe;20+;Male;21.7 [20.9-22.4];21.7;20.9;22.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Africa;Zimbabwe;20+;Male;21.8 [21.1-22.4];21.8;21.1;22.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1980;Eastern Mediterranean;Afghanistan;20+;Female;20.5 [17.2-23.9];20.5;17.2;23.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1982;Eastern Mediterranean;Afghanistan;20+;Female;20.6 [17.4-23.8];20.6;17.4;23.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Eastern Mediterranean;Afghanistan;20+;Female;20.7 [17.8-23.7];20.7;17.8;23.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;Eastern Mediterranean;Afghanistan;20+;Female;20.7 [17.9-23.6];20.7;17.9;23.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Eastern Mediterranean;Afghanistan;20+;Female;20.6 [17.8-23.4];20.6;17.8;23.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1998;Eastern Mediterranean;Afghanistan;20+;Female;20.6 [17.9-23.4];20.6;17.9;23.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Eastern Mediterranean;Afghanistan;20+;Female;20.8 [17.9-23.8];20.8;17.9;23.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;Eastern Mediterranean;Afghanistan;20+;Female;21.0 [18.0-24.0];21;18;24;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Europe;Albania;20+;Female;25.2 [22.8-27.6];25.2;22.8;27.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1986;Europe;Albania;20+;Female;25.2 [23.0-27.4];25.2;23;27.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;Europe;Albania;20+;Female;24.9 [23.1-26.8];24.9;23.1;26.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1995;Europe;Albania;20+;Female;24.9 [23.2-26.7];24.9;23.2;26.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2002;Europe;Albania;20+;Female;25.3 [23.5-27.0];25.3;23.5;27;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2004;Europe;Albania;20+;Female;25.4 [23.6-27.2];25.4;23.6;27.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Africa;Algeria;20+;Female;23.8 [21.3-26.4];23.8;21.3;26.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1983;Africa;Algeria;20+;Female;24.0 [21.7-26.3];24;21.7;26.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Africa;Algeria;20+;Female;24.7 [23.0-26.3];24.7;23;26.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1992;Africa;Algeria;20+;Female;24.8 [23.3-26.4];24.8;23.3;26.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;Africa;Algeria;20+;Female;25.4 [24.2-26.7];25.4;24.2;26.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Africa;Algeria;20+;Female;25.6 [24.4-26.8];25.6;24.4;26.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Africa;Algeria;20+;Female;26.2 [24.9-27.5];26.2;24.9;27.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1980;Europe;Andorra;20+;Female;25.6 [22.5-28.7];25.6;22.5;28.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Europe;Andorra;20+;Female;25.7 [22.9-28.5];25.7;22.9;28.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;Europe;Andorra;20+;Female;25.7 [23.0-28.4];25.7;23;28.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Europe;Andorra;20+;Female;25.9 [23.3-28.5];25.9;23.3;28.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1998;Europe;Andorra;20+;Female;26.0 [23.4-28.6];26;23.4;28.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Europe;Andorra;20+;Female;26.2 [23.5-28.8];26.2;23.5;28.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Europe;Andorra;20+;Female;26.3 [23.5-28.9];26.3;23.5;28.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;Europe;Andorra;20+;Female;26.3 [23.5-29.1];26.3;23.5;29.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Africa;Angola;20+;Female;20.3 [17.0-23.6];20.3;17;23.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1986;Africa;Angola;20+;Female;20.5 [17.4-23.6];20.5;17.4;23.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;Africa;Angola;20+;Female;21.1 [18.2-24.1];21.1;18.2;24.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1995;Africa;Angola;20+;Female;21.3 [18.4-24.2];21.3;18.4;24.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Africa;Angola;20+;Female;21.9 [19.0-24.8];21.9;19;24.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2002;Africa;Angola;20+;Female;22.3 [19.4-25.2];22.3;19.4;25.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2004;Africa;Angola;20+;Female;22.6 [19.7-25.6];22.6;19.7;25.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Americas;Antigua and Barbuda;20+;Female;24.0 [20.8-27.3];24;20.8;27.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1983;Americas;Antigua and Barbuda;20+;Female;24.3 [21.2-27.4];24.3;21.2;27.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Americas;Antigua and Barbuda;20+;Female;25.5 [22.7-28.3];25.5;22.7;28.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1992;Americas;Antigua and Barbuda;20+;Female;25.8 [23.0-28.6];25.8;23;28.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Americas;Antigua and Barbuda;20+;Female;26.3 [23.6-29.1];26.3;23.6;29.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;Americas;Antigua and Barbuda;20+;Female;26.5 [23.8-29.3];26.5;23.8;29.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Americas;Antigua and Barbuda;20+;Female;26.7 [24.0-29.5];26.7;24;29.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Americas;Antigua and Barbuda;20+;Female;27.5 [24.5-30.3];27.5;24.5;30.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1980;Americas;Argentina;20+;Female;23.8 [22.1-25.6];23.8;22.1;25.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Americas;Argentina;20+;Female;24.6 [23.4-25.8];24.6;23.4;25.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;Americas;Argentina;20+;Female;24.8 [23.7-25.9];24.8;23.7;25.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Americas;Argentina;20+;Female;25.8 [24.9-26.8];25.8;24.9;26.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1998;Americas;Argentina;20+;Female;26.2 [25.2-27.1];26.2;25.2;27.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Americas;Argentina;20+;Female;26.8 [25.8-27.9];26.8;25.8;27.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Americas;Argentina;20+;Female;27.1 [25.9-28.3];27.1;25.9;28.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Europe;Armenia;20+;Female;26.1 [23.8-28.5];26.1;23.8;28.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1986;Europe;Armenia;20+;Female;26.2 [24.2-28.3];26.2;24.2;28.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;Europe;Armenia;20+;Female;26.1 [24.8-27.5];26.1;24.8;27.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1995;Europe;Armenia;20+;Female;26.0 [24.9-27.2];26;24.9;27.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Europe;Armenia;20+;Female;26.3 [25.4-27.1];26.3;25.4;27.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2002;Europe;Armenia;20+;Female;26.5 [25.7-27.3];26.5;25.7;27.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Western Pacific;Australia;20+;Female;23.7 [22.9-24.5];23.7;22.9;24.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1983;Western Pacific;Australia;20+;Female;24.0 [23.3-24.6];24;23.3;24.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Western Pacific;Australia;20+;Female;24.9 [24.4-25.4];24.9;24.4;25.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1992;Western Pacific;Australia;20+;Female;25.1 [24.6-25.6];25.1;24.6;25.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Western Pacific;Australia;20+;Female;25.7 [25.3-26.2];25.7;25.3;26.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;Western Pacific;Australia;20+;Female;25.9 [25.5-26.4];25.9;25.5;26.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Western Pacific;Australia;20+;Female;26.7 [26.1-27.2];26.7;26.1;27.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1980;Europe;Austria;20+;Female;23.9 [21.9-25.9];23.9;21.9;25.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Europe;Austria;20+;Female;24.1 [22.5-25.8];24.1;22.5;25.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;Europe;Austria;20+;Female;24.2 [22.6-25.9];24.2;22.6;25.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Europe;Austria;20+;Female;24.5 [22.7-26.2];24.5;22.7;26.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Europe;Austria;20+;Female;24.6 [22.8-26.4];24.6;22.8;26.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Europe;Austria;20+;Female;24.8 [22.8-26.9];24.8;22.8;26.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Europe;Austria;20+;Female;24.9 [22.7-27.1];24.9;22.7;27.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Europe;Azerbaijan;20+;Female;26.5 [23.9-28.9];26.5;23.9;28.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1986;Europe;Azerbaijan;20+;Female;26.6 [24.3-28.8];26.6;24.3;28.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;Europe;Azerbaijan;20+;Female;26.7 [25.1-28.4];26.7;25.1;28.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;Europe;Azerbaijan;20+;Female;26.6 [25.2-28.1];26.6;25.2;28.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Europe;Azerbaijan;20+;Female;26.4 [25.5-27.4];26.4;25.5;27.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2002;Europe;Azerbaijan;20+;Female;26.6 [25.8-27.6];26.6;25.8;27.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Americas;Bahamas;20+;Female;25.5 [22.3-28.9];25.5;22.3;28.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1983;Americas;Bahamas;20+;Female;25.9 [22.8-29.0];25.9;22.8;29;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Americas;Bahamas;20+;Female;26.7 [23.9-29.5];26.7;23.9;29.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Americas;Bahamas;20+;Female;27.0 [24.2-29.7];27;24.2;29.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Americas;Bahamas;20+;Female;27.7 [25.0-30.4];27.7;25;30.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;Americas;Bahamas;20+;Female;28.0 [25.3-30.7];28;25.3;30.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Americas;Bahamas;20+;Female;29.1 [26.2-32.0];29.1;26.2;32;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1980;Eastern Mediterranean;Bahrain;20+;Female;25.2 [22.9-27.4];25.2;22.9;27.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1985;Eastern Mediterranean;Bahrain;20+;Female;25.7 [24.1-27.3];25.7;24.1;27.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Eastern Mediterranean;Bahrain;20+;Female;25.9 [24.5-27.3];25.9;24.5;27.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Eastern Mediterranean;Bahrain;20+;Female;26.8 [25.9-27.7];26.8;25.9;27.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Eastern Mediterranean;Bahrain;20+;Female;27.1 [26.2-27.9];27.1;26.2;27.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Eastern Mediterranean;Bahrain;20+;Female;28.1 [27.0-29.1];28.1;27;29.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Eastern Mediterranean;Bahrain;20+;Female;28.3 [27.1-29.6];28.3;27.1;29.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1982;South-East Asia;Bangladesh;20+;Female;18.6 [16.6-20.8];18.6;16.6;20.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;South-East Asia;Bangladesh;20+;Female;18.7 [16.9-20.5];18.7;16.9;20.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1986;South-East Asia;Bangladesh;20+;Female;18.7 [17.2-20.3];18.7;17.2;20.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;South-East Asia;Bangladesh;20+;Female;18.9 [17.9-19.9];18.9;17.9;19.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;South-East Asia;Bangladesh;20+;Female;18.9 [18.1-19.8];18.9;18.1;19.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;South-East Asia;Bangladesh;20+;Female;19.4 [19.0-19.9];19.4;19;19.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2002;South-East Asia;Bangladesh;20+;Female;19.7 [19.2-20.2];19.7;19.2;20.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;South-East Asia;Bangladesh;20+;Female;20.4 [19.7-21.1];20.4;19.7;21.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Americas;Barbados;20+;Female;26.5 [24.8-28.3];26.5;24.8;28.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1983;Americas;Barbados;20+;Female;26.7 [25.3-28.2];26.7;25.3;28.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Americas;Barbados;20+;Female;27.2 [26.2-28.3];27.2;26.2;28.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Americas;Barbados;20+;Female;27.4 [26.5-28.4];27.4;26.5;28.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Americas;Barbados;20+;Female;28.1 [26.9-29.3];28.1;26.9;29.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;Americas;Barbados;20+;Female;28.4 [27.1-29.7];28.4;27.1;29.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Americas;Barbados;20+;Female;29.4 [27.4-31.4];29.4;27.4;31.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1980;Europe;Belarus;20+;Female;26.3 [22.8-29.7];26.3;22.8;29.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1985;Europe;Belarus;20+;Female;26.2 [23.1-29.2];26.2;23.1;29.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Europe;Belarus;20+;Female;26.2 [23.2-29.1];26.2;23.2;29.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Europe;Belarus;20+;Female;26.0 [23.2-28.9];26;23.2;28.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Europe;Belarus;20+;Female;26.0 [23.2-28.8];26;23.2;28.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Europe;Belarus;20+;Female;26.2 [23.3-29.1];26.2;23.3;29.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Europe;Belarus;20+;Female;26.3 [23.3-29.2];26.3;23.3;29.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1982;Europe;Belgium;20+;Female;25.0 [24.1-25.7];25;24.1;25.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Europe;Belgium;20+;Female;24.9 [24.3-25.6];24.9;24.3;25.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;Europe;Belgium;20+;Female;25.0 [24.3-25.7];25;24.3;25.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;Europe;Belgium;20+;Female;25.0 [24.2-25.8];25;24.2;25.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Europe;Belgium;20+;Female;25.1 [24.1-26.1];25.1;24.1;26.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2002;Europe;Belgium;20+;Female;25.2 [24.1-26.2];25.2;24.1;26.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;Europe;Belgium;20+;Female;25.2 [23.7-26.6];25.2;23.7;26.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Americas;Belize;20+;Female;25.4 [22.6-28.1];25.4;22.6;28.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Americas;Belize;20+;Female;26.3 [24.2-28.2];26.3;24.2;28.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Americas;Belize;20+;Female;26.6 [24.7-28.4];26.6;24.7;28.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Americas;Belize;20+;Female;27.8 [26.5-29.2];27.8;26.5;29.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;Americas;Belize;20+;Female;28.2 [27.0-29.4];28.2;27;29.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2004;Americas;Belize;20+;Female;29.2 [28.2-30.2];29.2;28.2;30.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Americas;Belize;20+;Female;29.6 [28.5-30.6];29.6;28.5;30.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1985;Africa;Benin;20+;Female;21.4 [19.8-23.0];21.4;19.8;23;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Africa;Benin;20+;Female;21.6 [20.2-23.0];21.6;20.2;23;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Africa;Benin;20+;Female;22.3 [21.4-23.1];22.3;21.4;23.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Africa;Benin;20+;Female;22.5 [21.7-23.2];22.5;21.7;23.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Africa;Benin;20+;Female;23.0 [22.4-23.6];23;22.4;23.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Africa;Benin;20+;Female;23.3 [22.7-23.9];23.3;22.7;23.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1982;South-East Asia;Bhutan;20+;Female;20.5 [17.5-23.4];20.5;17.5;23.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;South-East Asia;Bhutan;20+;Female;20.6 [17.9-23.3];20.6;17.9;23.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;South-East Asia;Bhutan;20+;Female;21.2 [19.1-23.3];21.2;19.1;23.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;South-East Asia;Bhutan;20+;Female;21.3 [19.3-23.4];21.3;19.3;23.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1998;South-East Asia;Bhutan;20+;Female;21.8 [20.0-23.6];21.8;20;23.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;South-East Asia;Bhutan;20+;Female;22.0 [20.2-23.8];22;20.2;23.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;South-East Asia;Bhutan;20+;Female;22.7 [21.0-24.5];22.7;21;24.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Americas;Bolivia (Plurinational State of);20+;Female;23.7 [21.4-26.0];23.7;21.4;26;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Americas;Bolivia (Plurinational State of);20+;Female;24.3 [22.9-25.6];24.3;22.9;25.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Americas;Bolivia (Plurinational State of);20+;Female;24.5 [23.3-25.6];24.5;23.3;25.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1995;Americas;Bolivia (Plurinational State of);20+;Female;25.2 [24.3-26.0];25.2;24.3;26;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Americas;Bolivia (Plurinational State of);20+;Female;25.5 [24.7-26.2];25.5;24.7;26.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2004;Americas;Bolivia (Plurinational State of);20+;Female;26.4 [25.7-27.1];26.4;25.7;27.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Americas;Bolivia (Plurinational State of);20+;Female;26.6 [25.9-27.4];26.6;25.9;27.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1985;Europe;Bosnia and Herzegovina;20+;Female;25.3 [23.1-27.4];25.3;23.1;27.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Europe;Bosnia and Herzegovina;20+;Female;25.4 [23.4-27.3];25.4;23.4;27.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1992;Europe;Bosnia and Herzegovina;20+;Female;25.3 [23.8-26.7];25.3;23.8;26.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Europe;Bosnia and Herzegovina;20+;Female;25.2 [23.9-26.5];25.2;23.9;26.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Europe;Bosnia and Herzegovina;20+;Female;25.3 [24.1-26.5];25.3;24.1;26.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Europe;Bosnia and Herzegovina;20+;Female;25.9 [24.9-26.8];25.9;24.9;26.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Europe;Bosnia and Herzegovina;20+;Female;26.0 [25.1-27.0];26;25.1;27;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1982;Africa;Botswana;20+;Female;23.5 [20.8-26.3];23.5;20.8;26.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Africa;Botswana;20+;Female;23.7 [21.2-26.2];23.7;21.2;26.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;Africa;Botswana;20+;Female;24.3 [22.3-26.3];24.3;22.3;26.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;Africa;Botswana;20+;Female;24.5 [22.7-26.4];24.5;22.7;26.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;Africa;Botswana;20+;Female;24.7 [23.0-26.4];24.7;23;26.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1998;Africa;Botswana;20+;Female;25.1 [23.8-26.5];25.1;23.8;26.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Africa;Botswana;20+;Female;25.3 [24.1-26.6];25.3;24.1;26.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;Africa;Botswana;20+;Female;26.0 [25.0-26.9];26;25;26.9;
