GHO;Indicator;PUBLISH STATES;Year;WHO region;Country;Age Group;Sex;Display Value;Numeric Value;Low Value;High Value;Comments
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;South-East Asia;Sri Lanka;20+;Female;21.8 [20.3-23.4];21.8;20.3;23.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1992;South-East Asia;Sri Lanka;20+;Female;22.0 [20.6-23.3];22;20.6;23.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;South-East Asia;Sri Lanka;20+;Female;22.3 [21.3-23.3];22.3;21.3;23.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;South-East Asia;Sri Lanka;20+;Female;22.5 [21.6-23.4];22.5;21.6;23.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;South-East Asia;Sri Lanka;20+;Female;23.0 [22.2-23.7];23;22.2;23.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1980;Eastern Mediterranean;Sudan;20+;Female;20.8 [17.5-24.1];20.8;17.5;24.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Eastern Mediterranean;Sudan;20+;Female;21.2 [18.4-24.0];21.2;18.4;24;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;Eastern Mediterranean;Sudan;20+;Female;21.3 [18.5-24.1];21.3;18.5;24.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Eastern Mediterranean;Sudan;20+;Female;21.7 [19.0-24.4];21.7;19;24.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Eastern Mediterranean;Sudan;20+;Female;21.9 [19.2-24.6];21.9;19.2;24.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1998;Eastern Mediterranean;Sudan;20+;Female;22.1 [19.4-24.8];22.1;19.4;24.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Eastern Mediterranean;Sudan;20+;Female;22.6 [19.9-25.4];22.6;19.9;25.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Eastern Mediterranean;Sudan;20+;Female;22.8 [20.0-25.7];22.8;20;25.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Americas;Suriname;20+;Female;24.8 [21.8-27.8];24.8;21.8;27.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1986;Americas;Suriname;20+;Female;25.0 [22.1-27.9];25;22.1;27.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;Americas;Suriname;20+;Female;25.4 [22.8-28.2];25.4;22.8;28.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;South-East Asia;Maldives;20+;Female;24.3 [22.9-25.6];24.3;22.9;25.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;South-East Asia;Maldives;20+;Female;24.6 [23.3-25.9];24.6;23.3;25.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;South-East Asia;Maldives;20+;Female;25.7 [24.4-27.0];25.7;24.4;27;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;South-East Asia;Maldives;20+;Female;25.9 [24.6-27.3];25.9;24.6;27.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Africa;Mali;20+;Female;19.5 [17.9-21.2];19.5;17.9;21.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1986;Africa;Mali;20+;Female;19.7 [18.3-21.1];19.7;18.3;21.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;Africa;Mali;20+;Female;20.3 [19.4-21.3];20.3;19.4;21.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;Africa;Mali;20+;Female;20.6 [19.7-21.4];20.6;19.7;21.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1995;Africa;Mali;20+;Female;20.8 [20.1-21.5];20.8;20.1;21.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Africa;Mali;20+;Female;21.5 [20.9-22.2];21.5;20.9;22.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2002;Africa;Mali;20+;Female;21.9 [21.3-22.6];21.9;21.3;22.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Europe;Malta;20+;Female;25.9 [24.3-27.6];25.9;24.3;27.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1983;Europe;Malta;20+;Female;26.0 [24.4-27.5];26;24.4;27.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Europe;Malta;20+;Female;26.0 [24.6-27.4];26;24.6;27.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Europe;Malta;20+;Female;26.1 [24.6-27.6];26.1;24.6;27.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1992;Europe;Malta;20+;Female;26.2 [24.7-27.7];26.2;24.7;27.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Europe;Malta;20+;Female;26.6 [24.8-28.3];26.6;24.8;28.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;Europe;Malta;20+;Female;26.7 [24.9-28.5];26.7;24.9;28.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Europe;Malta;20+;Female;27.0 [24.8-29.2];27;24.8;29.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1980;Western Pacific;Marshall Islands;20+;Female;25.3 [22.1-28.5];25.3;22.1;28.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Western Pacific;Marshall Islands;20+;Female;26.8 [24.5-29.1];26.8;24.5;29.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;Western Pacific;Marshall Islands;20+;Female;27.4 [25.3-29.4];27.4;25.3;29.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Western Pacific;Marshall Islands;20+;Female;28.6 [27.0-30.1];28.6;27;30.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Western Pacific;Marshall Islands;20+;Female;29.0 [27.5-30.4];29;27.5;30.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Western Pacific;Marshall Islands;20+;Female;30.4 [29.2-31.5];30.4;29.2;31.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Western Pacific;Marshall Islands;20+;Female;30.8 [29.5-32.1];30.8;29.5;32.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Africa;Mauritania;20+;Female;23.0 [20.9-25.0];23;20.9;25;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1986;Africa;Mauritania;20+;Female;23.3 [21.4-25.1];23.3;21.4;25.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;Africa;Mauritania;20+;Female;24.0 [22.6-25.4];24;22.6;25.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;Africa;Mauritania;20+;Female;24.2 [23.0-25.5];24.2;23;25.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Africa;Mauritania;20+;Female;25.2 [24.2-26.1];25.2;24.2;26.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2002;Africa;Mauritania;20+;Female;25.4 [24.5-26.4];25.4;24.5;26.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Africa;Mauritius;20+;Female;23.3 [21.9-24.6];23.3;21.9;24.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1983;Africa;Mauritius;20+;Female;23.5 [22.4-24.5];23.5;22.4;24.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Africa;Mauritius;20+;Female;24.0 [23.3-24.6];24;23.3;24.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Africa;Mauritius;20+;Female;24.3 [23.7-24.8];24.3;23.7;24.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Africa;Mauritius;20+;Female;25.1 [24.4-25.7];25.1;24.4;25.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;Africa;Mauritius;20+;Female;25.3 [24.5-26.0];25.3;24.5;26;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Africa;Mauritius;20+;Female;25.9 [24.5-27.2];25.9;24.5;27.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1980;Americas;Mexico;20+;Female;24.5 [22.5-26.4];24.5;22.5;26.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1985;Americas;Mexico;20+;Female;25.4 [24.1-26.7];25.4;24.1;26.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Americas;Mexico;20+;Female;25.7 [24.6-26.8];25.7;24.6;26.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Americas;Mexico;20+;Female;26.9 [26.3-27.5];26.9;26.3;27.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Americas;Mexico;20+;Female;27.1 [26.6-27.7];27.1;26.6;27.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Americas;Mexico;20+;Female;28.1 [27.6-28.6];28.1;27.6;28.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Americas;Mexico;20+;Female;28.4 [27.8-29.0];28.4;27.8;29;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1982;Western Pacific;Micronesia (Federated States of);20+;Female;26.1 [23.3-29.1];26.1;23.3;29.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Western Pacific;Micronesia (Federated States of);20+;Female;26.5 [23.9-29.2];26.5;23.9;29.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;Western Pacific;Micronesia (Federated States of);20+;Female;28.0 [26.2-30.0];28;26.2;30;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;Western Pacific;Micronesia (Federated States of);20+;Female;28.5 [26.8-30.3];28.5;26.8;30.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Western Pacific;Micronesia (Federated States of);20+;Female;29.9 [28.6-31.2];29.9;28.6;31.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2002;Western Pacific;Micronesia (Federated States of);20+;Female;30.2 [29.0-31.5];30.2;29;31.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;Western Pacific;Micronesia (Federated States of);20+;Female;31.1 [29.6-32.6];31.1;29.6;32.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Europe;Republic of Moldova;20+;Female;27.0 [24.1-29.8];27;24.1;29.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Europe;Republic of Moldova;20+;Female;27.0 [24.9-29.1];27;24.9;29.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Europe;Republic of Moldova;20+;Female;27.0 [25.1-28.9];27;25.1;28.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Europe;Republic of Moldova;20+;Female;26.5 [25.1-27.9];26.5;25.1;27.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;Europe;Republic of Moldova;20+;Female;26.4 [25.1-27.7];26.4;25.1;27.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2004;Europe;Republic of Moldova;20+;Female;26.6 [25.6-27.6];26.6;25.6;27.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Europe;Republic of Moldova;20+;Female;26.9 [25.8-27.9];26.9;25.8;27.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1985;Western Pacific;Mongolia;20+;Female;24.7 [22.5-26.9];24.7;22.5;26.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Western Pacific;Mongolia;20+;Female;24.8 [22.9-26.7];24.8;22.9;26.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Western Pacific;Mongolia;20+;Female;24.9 [23.7-26.1];24.9;23.7;26.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Western Pacific;Mongolia;20+;Female;24.9 [23.9-26.0];24.9;23.9;26;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Western Pacific;Mongolia;20+;Female;25.1 [24.5-25.8];25.1;24.5;25.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Western Pacific;Mongolia;20+;Female;25.3 [24.7-25.9];25.3;24.7;25.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Western Pacific;Mongolia;20+;Female;25.4 [24.9-26.0];25.4;24.9;26;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1982;Europe;Montenegro;20+;Female;26.0 [22.9-29.1];26;22.9;29.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Europe;Montenegro;20+;Female;26.0 [23.0-29.0];26;23;29;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;Europe;Montenegro;20+;Female;25.8 [23.0-28.5];25.8;23;28.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;Europe;Montenegro;20+;Female;25.6 [22.8-28.3];25.6;22.8;28.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1998;Europe;Montenegro;20+;Female;25.4 [22.6-28.1];25.4;22.6;28.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Europe;Montenegro;20+;Female;25.4 [22.6-28.1];25.4;22.6;28.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2002;Europe;Montenegro;20+;Female;25.4 [22.5-28.1];25.4;22.5;28.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;Europe;Montenegro;20+;Female;25.6 [22.6-28.5];25.6;22.6;28.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Eastern Mediterranean;Morocco;20+;Female;23.5 [21.7-25.3];23.5;21.7;25.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Eastern Mediterranean;Morocco;20+;Female;24.2 [23.2-25.3];24.2;23.2;25.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Eastern Mediterranean;Morocco;20+;Female;24.4 [23.6-25.3];24.4;23.6;25.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1995;Eastern Mediterranean;Morocco;20+;Female;25.0 [24.3-25.6];25;24.3;25.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Eastern Mediterranean;Morocco;20+;Female;25.2 [24.6-25.8];25.2;24.6;25.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1999;Eastern Mediterranean;Morocco;20+;Female;25.4 [24.8-25.9];25.4;24.8;25.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2004;Eastern Mediterranean;Morocco;20+;Female;25.9 [25.2-26.6];25.9;25.2;26.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Eastern Mediterranean;Morocco;20+;Female;26.0 [25.2-26.9];26;25.2;26.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1985;Africa;Mozambique;20+;Female;20.8 [19.1-22.4];20.8;19.1;22.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Africa;Mozambique;20+;Female;20.9 [19.4-22.3];20.9;19.4;22.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Africa;Mozambique;20+;Female;21.5 [20.6-22.4];21.5;20.6;22.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1996;Africa;Mozambique;20+;Female;21.7 [20.9-22.5];21.7;20.9;22.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Africa;Mozambique;20+;Female;22.3 [21.7-23.0];22.3;21.7;23;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Africa;Mozambique;20+;Female;22.6 [21.9-23.3];22.6;21.9;23.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1982;South-East Asia;Myanmar;20+;Female;20.1 [17.3-22.8];20.1;17.3;22.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;South-East Asia;Myanmar;20+;Female;20.3 [17.7-22.8];20.3;17.7;22.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;South-East Asia;Myanmar;20+;Female;20.7 [18.8-22.7];20.7;18.8;22.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1993;South-East Asia;Myanmar;20+;Female;20.9 [19.0-22.7];20.9;19;22.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1998;South-East Asia;Myanmar;20+;Female;21.3 [19.8-22.8];21.3;19.8;22.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;South-East Asia;Myanmar;20+;Female;21.6 [20.2-23.0];21.6;20.2;23;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;South-East Asia;Myanmar;20+;Female;22.6 [21.7-23.6];22.6;21.7;23.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Africa;Namibia;20+;Female;23.1 [21.2-25.2];23.1;21.2;25.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Africa;Namibia;20+;Female;23.3 [22.1-24.5];23.3;22.1;24.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1990;Africa;Namibia;20+;Female;23.3 [22.3-24.4];23.3;22.3;24.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1995;Africa;Namibia;20+;Female;23.6 [22.7-24.5];23.6;22.7;24.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Africa;Namibia;20+;Female;23.8 [23.0-24.6];23.8;23;24.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2004;Africa;Namibia;20+;Female;24.7 [23.9-25.4];24.7;23.9;25.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Africa;Namibia;20+;Female;24.9 [24.2-25.7];24.9;24.2;25.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1985;Western Pacific;Nauru;20+;Female;29.7 [26.7-32.5];29.7;26.7;32.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Western Pacific;Nauru;20+;Female;30.2 [27.6-32.8];30.2;27.6;32.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1992;Western Pacific;Nauru;20+;Female;31.5 [29.5-33.5];31.5;29.5;33.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Western Pacific;Nauru;20+;Female;31.9 [30.1-33.7];31.9;30.1;33.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Western Pacific;Nauru;20+;Female;33.4 [32.3-34.5];33.4;32.3;34.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Western Pacific;Nauru;20+;Female;33.8 [32.8-34.9];33.8;32.8;34.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1982;South-East Asia;Nepal;20+;Female;18.9 [16.8-21.1];18.9;16.8;21.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;South-East Asia;Nepal;20+;Female;19.0 [17.2-20.8];19;17.2;20.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;South-East Asia;Nepal;20+;Female;19.3 [18.0-20.5];19.3;18;20.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;South-East Asia;Nepal;20+;Female;19.4 [18.3-20.5];19.4;18.3;20.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1998;South-East Asia;Nepal;20+;Female;19.9 [19.2-20.5];19.9;19.2;20.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;South-East Asia;Nepal;20+;Female;20.0 [19.4-20.6];20;19.4;20.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;South-East Asia;Nepal;20+;Female;20.6 [19.8-21.5];20.6;19.8;21.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Europe;Netherlands;20+;Female;24.0 [22.6-25.6];24;22.6;25.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1986;Europe;Netherlands;20+;Female;24.1 [23.1-25.2];24.1;23.1;25.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Europe;Netherlands;20+;Female;24.2 [23.3-25.1];24.2;23.3;25.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1995;Europe;Netherlands;20+;Female;24.6 [23.9-25.2];24.6;23.9;25.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Europe;Netherlands;20+;Female;24.7 [24.0-25.3];24.7;24;25.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2004;Europe;Netherlands;20+;Female;25.0 [24.3-25.7];25;24.3;25.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Europe;Netherlands;20+;Female;25.1 [24.4-25.9];25.1;24.4;25.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1983;Western Pacific;New Zealand;20+;Female;24.5 [23.2-25.8];24.5;23.2;25.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1985;Western Pacific;New Zealand;20+;Female;24.7 [23.6-25.8];24.7;23.6;25.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1987;Western Pacific;New Zealand;20+;Female;24.9 [24.0-25.8];24.9;24;25.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1992;Western Pacific;New Zealand;20+;Female;25.5 [24.8-26.2];25.5;24.8;26.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1994;Western Pacific;New Zealand;20+;Female;25.8 [25.1-26.4];25.8;25.1;26.4;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2001;Western Pacific;New Zealand;20+;Female;26.6 [25.9-27.3];26.6;25.9;27.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2003;Western Pacific;New Zealand;20+;Female;26.8 [26.1-27.5];26.8;26.1;27.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1980;Americas;Nicaragua;20+;Female;24.4 [21.9-26.8];24.4;21.9;26.8;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1982;Americas;Nicaragua;20+;Female;24.6 [22.4-26.7];24.6;22.4;26.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1984;Americas;Nicaragua;20+;Female;24.8 [22.9-26.6];24.8;22.9;26.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1989;Americas;Nicaragua;20+;Female;25.3 [24.0-26.6];25.3;24;26.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1991;Americas;Nicaragua;20+;Female;25.5 [24.3-26.6];25.5;24.3;26.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1998;Americas;Nicaragua;20+;Female;26.2 [25.6-26.9];26.2;25.6;26.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2000;Americas;Nicaragua;20+;Female;26.5 [25.9-27.1];26.5;25.9;27.1;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2005;Americas;Nicaragua;20+;Female;27.2 [26.5-27.9];27.2;26.5;27.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2007;Americas;Nicaragua;20+;Female;27.5 [26.7-28.2];27.5;26.7;28.2;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1981;Africa;Niger;20+;Female;20.0 [18.2-21.9];20;18.2;21.9;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1986;Africa;Niger;20+;Female;20.4 [19.2-21.6];20.4;19.2;21.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1988;Africa;Niger;20+;Female;20.5 [19.5-21.5];20.5;19.5;21.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1995;Africa;Niger;20+;Female;20.9 [20.2-21.6];20.9;20.2;21.6;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1997;Africa;Niger;20+;Female;21.0 [20.3-21.7];21;20.3;21.7;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2004;Africa;Niger;20+;Female;21.7 [21.0-22.3];21.7;21;22.3;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;2006;Africa;Niger;20+;Female;21.8 [21.1-22.5];21.8;21.1;22.5;
NCD_BMI_MEAN;Mean BMI (kg/m2) (age-standardized estimate);Published;1983;Africa;Nigeria;20+;Female;22.0 [20.7-23.3];22;20.7;23.3;
